CNS5,GJ,Comp,NComp,P_,GJp,GaiaDR3,HIP,RAJ2000,DEJ2000,_tab1_11,plx,pmRA,pmDE,RV,Gmag,BPmag,RPmag,GHIPmag,G-RPHIP,Gmagr,__G-RP_r,f__G-RP_r,Jmag,Hmag,Ksmag,W1mag,W2mag,W3mag,W4mag,SimbadName
1809,3437,,,0,,3363266366969232384,,109.37320165414,19.57011413878,2016.0,47.75,-322.66,-265.12,,11.690666,13.046018,10.542274,,,11.690666,1.147016,0,9.017,8.43,8.162,8.012,7.876,7.785,7.864,CNS5 1809
1824,11071,,,0,,3363902571884367360,,110.46343613767,21.24780509728,2016.0,41.52,43.99,-138.65,,13.629072,15.405214,12.361545,,,13.629072,1.267989,0,10.505,9.916,9.64,9.455,9.278,9.117,8.372,CNS5 1824
1820,271,B,2,0,,866177431955017600,35550,110.02935159815,21.98122098192,2016.0,53.99,-28.2,13.31,,7.971241,8.313267,7.165978,,,7.971241,0.653615,0,13.251,2.704,6.265,,,,,CNS5 1820
1821,271,A,2,1,,866177431955478144,35550,110.03059448905,21.98223870746,2016.0,53.77,-27.72,-14.7,,3.4571264,3.693509,3.130193,,,3.457126,0.359346,0,2.821,13.395,2.555,1.491,1.004,2.622,2.526,CNS5 1821
1769,3424,,,0,,3380787325274158080,,106.2059990312,24.99738221593,2016.0,42.24,-174.77,-275.39,15.61,10.706788,11.839793,9.651641,,,10.706788,1.05739,0,8.273,7.642,7.417,7.261,7.236,7.16,7.071,CNS5 1769
1844,3441,,,0,,866016662739803008,36215,111.86796526276,22.04323022319,2016.0,49.39,-261.04,-144.22,28.01,10.297721,11.447754,9.229386,,,10.297721,1.066811,0,7.818,7.174,6.946,6.836,6.788,6.737,6.68,CNS5 1844
1906,11115,,,0,,,,115.5041811,20.9213743,2000.0,58.0,-331.0,-237.8,,,,,,,,,,16.193,15.911,15.225,15.668,13.8,11.958,8.822,CNS5 1906
1890,11106,,,0,,867302197990617600,,114.2788231529,23.22327509757,2016.0,40.53,409.25,-245.89,,17.00462,20.317728,15.475145,,,17.00462,1.529474,1,12.854,12.259,11.862,11.599,11.309,10.819,8.279,CNS5 1890
1892,11108,,,0,,868209703104242048,,114.62216862501,24.00197315974,2016.0,51.58,-152.08,-96.95,17.7,11.7453375,13.211786,10.558847,,,11.745338,1.183894,0,8.928,8.346,8.122,7.933,7.787,7.685,7.559,CNS5 1892
1905,11114,,,0,,,,115.4540538,23.8570262,2000.0,73.2,-264.1,-220.1,,,,,,,,,,16.158,15.838,15.847,15.9,14.119,11.843,8.343,CNS5 1905
1932,3463,,,0,,3143635723866162176,,117.96608429206,5.54739178431,2016.0,67.68,443.25,-409.89,,13.14167,15.058582,11.843256,,,13.14167,1.30119,0,9.966,9.404,9.089,8.857,8.687,8.507,8.633,CNS5 1932
1997,11170,,,0,,3094447525008511488,,121.48718124116,4.28432563249,2016.0,45.41,-202.76,-1.16,,15.587432,18.201181,14.161619,,,15.587432,1.428453,0,11.882,11.221,10.865,10.667,10.461,10.195,8.891,CNS5 1997
2025,11185,,,0,,3089829644889680384,,122.70045395349,1.15409896046,2016.0,51.74,55.05,190.38,,13.909636,15.899971,12.590676,,,13.909636,1.319103,0,10.623,10.06,9.744,9.541,9.353,9.188,8.382,CNS5 2025
2053,2066,,,0,,3089711447388931584,40501,124.03158305458,1.30284272698,2016.0,111.91,-376.2,60.54,61.46,9.133169,10.33759,8.039904,,,9.133169,1.090533,0,6.625,6.036,5.766,,,,,CNS5 2053
2064,11209,,,0,,3089675232224087040,40774,124.82865072022,1.33862598002,2016.0,44.71,-164.19,-53.29,27.35,8.089554,8.565933,7.445286,,,8.089554,0.641129,0,6.685,6.22,6.106,6.05,5.96,6.088,6.001,CNS5 2064
2026,3485,,,0,,3094572113419797504,,122.72394923283,3.97449077629,2016.0,45.39,113.99,-339.98,,12.143386,13.700865,10.926111,,,12.143386,1.211843,0,9.238,8.568,8.293,8.13,8.024,7.896,7.95,CNS5 2026
2068,11212,,,0,,3093380483331664896,,125.055371087,5.53562280111,2016.0,44.54,-75.3,6.08,23.29,10.968145,12.130075,9.896868,,,10.968145,1.071285,0,8.526,7.913,7.67,7.53,7.458,7.385,7.312,CNS5 2068
1927,1102,B,2,0,,3144837318276010496,,117.56171561701,7.18899864335,2016.0,55.0,211.52,-1782.62,,16.592018,17.233765,15.833418,,,16.592018,0.763626,0,15.031,14.898,14.746,14.686,14.583,12.362,8.846,CNS5 1927
1928,1102,A,2,1,,3144837112115126272,,117.56486467239,7.18568055471,2016.0,55.14,209.91,-1790.5,,16.345385,16.889107,15.655408,,,16.345385,0.691831,0,14.996,14.719,14.634,,,,,CNS5 1928
1969,3467,,,0,,3144499458967932928,,119.5364323408,7.28359527009,2016.0,76.29,-325.71,-31.93,,12.287489,14.020569,11.021154,,,12.287489,1.258855,0,9.272,8.639,8.381,8.178,7.978,7.862,7.497,CNS5 1969
1989,11162,,,0,,3146187071877364736,,120.93588305516,8.44909982924,2016.0,41.88,-75.22,-203.47,,15.340309,17.727526,13.953191,,,15.340309,1.394032,0,11.831,11.276,11.007,10.767,10.537,10.286,8.599,CNS5 1989
2033,299,,,0,,3098328182579892224,,122.9946825611,8.75040152206,2016.0,147.72,1069.81,-5094.22,,11.397289,13.130089,10.137975,,,11.397289,1.257377,0,8.424,7.927,7.66,,,,,CNS5 2033
2117,11244,,,0,,,,128.4075435,0.8705018,2000.0,79.7,786.8,-1593.7,,,,,,,,,,,,,18.342,14.973,12.3,8.84,CNS5 2117
2102,11237,,,0,,,,127.7038212,1.4741322,2000.0,43.0,181.6,-362.2,,,,,,,,,,16.289,16.14,16.358,15.663,14.134,11.888,8.204,CNS5 2102
2147,11262,,,0,,3079124421723401728,,130.36189910588,2.62345254564,2016.0,40.86,-388.89,-111.97,,14.731482,16.840744,13.393054,,,14.731482,1.342278,0,11.351,10.748,10.451,10.198,9.961,9.921,8.581,CNS5 2147
2092,11230,,,0,,3091982587439255040,,127.34088758916,3.91894899211,2016.0,54.32,-93.46,-70.2,22.08,10.442655,11.657613,9.34851,,,10.442655,1.093961,0,7.932,7.277,7.026,6.883,6.818,6.789,6.652,CNS5 2092
2131,11253,,,0,,3080039799513337344,,129.37618554147,3.561968989,2016.0,52.96,61.93,-175.68,,12.900237,14.593879,11.648013,,,12.900237,1.248176,0,9.853,9.248,8.973,8.781,8.639,8.464,7.924,CNS5 2131
2193,328,,,0,,577602496345490176,43790,133.78195701409,1.54185586939,2016.0,48.78,44.94,-1045.88,,9.289488,10.186295,8.353907,,,9.289488,0.934718,0,7.191,6.523,6.352,6.301,6.185,6.271,6.213,CNS5 2193
2087,11228,,,0,,599224358145182080,,126.87863302298,8.62079861838,2016.0,44.47,-56.6,95.17,,11.082125,12.385007,9.945855,,,11.082125,1.130188,0,8.444,7.835,7.581,7.436,7.373,7.289,7.173,CNS5 2087
2099,11235,,,0,,599891555546067072,,127.63350130124,9.7855815357,2016.0,59.87,-489.67,-459.22,41.0,16.21911,19.298409,14.701941,,,16.21911,1.51717,1,11.89,11.165,10.756,10.365,10.195,10.042,8.24,CNS5 2099
2152,319,A,3,1,,598180818531935232,42748,130.68654879028,9.55388467532,2016.0,64.72,223.96,-631.86,13.81,8.953956,9.86936,7.959608,,,8.953956,0.963136,0,6.687,6.051,5.827,5.744,5.583,5.672,5.568,CNS5 2152
2153,319,B,3,0,,598180818531355776,42748,130.68682506675,9.55420420217,2016.0,64.65,203.23,-575.77,,12.00015,,,,,12.00015,,,,,,5.744,5.583,5.672,5.568,CNS5 2153
2155,319,C,3,0,,598180646733241216,42762,130.71862515983,9.55037430644,2016.0,64.75,223.28,-614.06,,10.727942,12.03743,9.594552,,,10.727942,1.131142,0,8.122,7.49,7.283,7.005,6.962,6.913,6.725,CNS5 2155
2174,323,B,2,0,,596779044285545984,,132.67602494117,7.86412445956,2016.0,56.35,-105.57,15.74,,9.315723,9.586329,7.633227,,,9.315723,0.978651,0,6.414,5.789,5.599,5.544,5.359,5.473,5.37,CNS5 2174
2175,323,A,2,1,,596779044285041792,,132.67603757306,7.86445109385,2016.0,56.04,-43.41,-26.99,,9.072543,9.401226,7.61324,,,9.072543,0.917907,0,6.414,5.789,5.599,5.544,5.359,5.473,5.37,CNS5 2175
2180,11280,A,2,1,,596878550087942528,43557,133.06897361628,8.06187439847,2016.0,43.58,151.1,-234.27,-5.09,6.423365,6.737231,5.935617,,,6.423365,0.486733,0,5.36,5.149,4.997,4.949,4.656,4.997,4.926,CNS5 2180
2179,11279,B,2,0,11280,596878550087942400,43557,133.06866908011,8.06271503435,2016.0,43.41,188.61,-241.39,,12.199249,,,,,12.199249,,,,,,,,,,CNS5 2179
2213,11298,,,0,,585008772310106496,,134.64554973658,7.98061982039,2016.0,44.09,105.7,-336.46,,15.19039,17.542498,13.811894,,,15.19039,1.385824,0,11.643,11.079,10.713,10.496,10.319,10.047,8.868,CNS5 2213
2217,3522,ABC,3,1,,,,134.73635,8.47245119216,2016.0,147.66,371.2,-323.4,,,,,,,,,,,,,,,,,CNS5 2217
1936,11131,,,0,,666988221840703232,,118.10053540514,16.2025981065,2016.0,53.03,183.17,-350.3,-14.7,14.752794,17.225756,13.32958,,,14.752794,1.41085,0,10.879,10.197,9.846,9.613,9.455,9.215,8.699,CNS5 1936
2050,3488,,,0,,650337664425397632,40375,123.64772339189,13.02325914735,2016.0,52.01,-420.8,97.36,21.42,8.345874,9.007921,7.566393,,,8.345874,0.780858,0,6.62,6.04,5.891,5.936,5.806,5.871,5.849,CNS5 2050
2027,11186,,,0,,653799751664331520,,122.74417096995,14.34353627178,2016.0,41.95,-42.44,-127.91,27.4,17.13216,20.465946,15.569299,,,17.13216,1.562861,1,12.734,12.053,11.592,11.411,11.198,11.037,8.973,CNS5 2027
2070,3494,,,0,,652005932802958976,40910,125.23015440528,14.07016920754,2016.0,44.02,-83.68,-261.77,6.97,9.220745,9.977794,8.373492,,,9.220745,0.846968,0,7.336,6.748,6.579,6.518,6.468,6.49,6.417,CNS5 2070
2072,11215,,,0,,,,125.3818525,14.7219772,2000.0,44.0,-36.0,-279.2,,,,,,,,,,16.78,16.59,16.58,16.429,14.458,12.395,8.691,CNS5 2072
1949,292.1,A,2,1,,670216834655936128,38657,118.72571972619,19.23432646356,2016.0,49.28,95.08,-453.93,-18.93,7.472892,7.968472,6.816317,,,7.472892,0.655346,0,6.041,5.596,5.454,5.432,5.293,5.457,5.4,CNS5 1949
1948,292.1,B,2,0,,670216834655935872,38657,118.72568602922,19.23563415994,2016.0,49.26,95.33,-443.51,,16.469599,15.734422,14.084526,,,16.469599,2.388245,1,,,,,,,,CNS5 1948
1916,11120,,,0,,,,116.67541802539,20.00865994659,2015.5,81.24,-365.1,-53.1,,,,,,,,,,11.759,11.007,10.468,10.137,9.87,9.402,8.865,CNS5 1916
1919,289,,,0,,672091364541849344,38082,117.07514854486,20.3637157036,2016.0,68.08,1450.04,-992.05,53.43,10.552906,11.670434,9.500179,,,10.552906,1.051534,0,8.12,7.61,7.396,,,,,CNS5 1919
1955,11143,,,0,,,,118.9497098,22.2039371,2000.0,59.0,-23.0,-265.0,,,,,,,,,,15.728,15.669,15.753,15.336,13.51,11.761,8.948,CNS5 1955
1975,3471,,,0,,670853314448533888,39064,119.89225239064,20.84140281923,2016.0,41.72,176.03,-568.33,-27.46,7.456192,7.87554,6.864475,,,7.456192,0.589045,0,6.119,5.741,5.639,5.755,5.551,5.708,5.633,CNS5 1975
2009,11178,,,0,,676768820148924416,39780,121.94117872459,21.58151183942,2016.0,41.99,23.23,-67.76,-35.94,5.1279187,5.457162,4.645998,,,5.127919,0.491619,0,4.195,3.904,3.898,,,,,CNS5 2009
2034,9257,AB,3,1,,657244586015485440,40167,123.05355357003,17.64698177411,2016.0,40.89,118.32,-148.43,,5.51876,5.208703,4.523504,,,5.51876,0.426302,0,,,,,,,,CNS5 2034
2035,9257,C,3,0,,657244521593508992,40167,123.05517079353,17.64782012402,2016.0,41.15,36.98,-150.89,,5.93185,6.224272,5.43439,,,5.93185,0.480774,0,,,,,,,,CNS5 2035
2073,11216,,,0,,656328319169788032,,125.48480046054,17.81622974473,2016.0,54.81,-520.91,146.7,,14.088504,16.094841,12.770206,,,14.088504,1.321287,0,10.902,10.317,10.037,9.835,9.601,9.428,8.458,CNS5 2073
2011,3482,B,2,0,3481.,676689831406224384,,122.05536641656,21.10107653826,2016.0,56.28,-270.07,-364.08,,10.1583185,11.416386,8.916637,,,10.158318,1.146066,0,7.336,6.763,6.522,6.451,6.144,6.186,6.096,CNS5 2011
2010,3481,A,2,1,,676689831406224128,39826,122.05352752241,21.10348820241,2016.0,56.05,-296.7,-355.71,78.98,8.843625,9.652585,7.965042,,,8.843625,0.879366,0,6.86,6.226,6.082,6.307,5.972,6.015,5.931,CNS5 2010
2017,3484,,,0,,676804558572501120,39950,122.37744584713,21.90449525993,2016.0,47.78,-319.28,-65.96,14.55,10.863982,12.049478,9.781125,,,10.863982,1.081776,0,8.332,7.724,7.514,7.327,7.29,7.217,7.108,CNS5 2017
2080,11223,,,0,,664214600677732864,,126.32931321958,21.26297407962,2016.0,92.6,-504.45,-302.67,,20.402025,21.285553,18.758982,,,20.402025,1.661161,1,15.1,13.792,13.028,12.091,11.573,10.509,8.701,CNS5 2080
2138,315.0,,,0,,602079652404802688,42499,129.96113709711,11.52044772882,2016.0,54.29,-109.22,-500.4,-11.88,7.3614326,7.800255,6.745133,,,7.361433,0.610146,0,5.989,5.556,5.439,5.418,5.324,5.474,5.385,CNS5 2138
2129,3508,,,0,,657608666099404544,42267,129.2825739874,15.12533795095,2016.0,56.16,-127.06,-894.2,,10.738581,12.014285,9.614002,,,10.738581,1.119462,0,8.122,7.574,7.321,,,,,CNS5 2129
2220,11301,,,0,,,,134.7942785,10.1707954,2000.0,50.3,-359.6,-615.3,,,,,,,,,,,,,17.751,15.158,12.035,8.682,CNS5 2220
2206,330,,,0,,604756890202697728,43948,134.26937397173,11.6455161753,2016.0,61.37,-23.41,-310.15,,9.958463,10.826991,8.68642,,,9.958463,1.042408,0,7.311,6.781,6.486,6.409,6.174,6.215,6.098,CNS5 2206
2229,11307,,,0,,604031766579902976,,134.91669951232,11.75866843893,2016.0,53.82,-273.03,-85.04,,17.356203,20.602486,15.772627,,,17.356203,1.583576,1,12.743,12.03,11.494,11.224,10.993,10.548,8.539,CNS5 2229
2203,11291,,,0,,605079910398496640,,134.08122584964,12.66273141578,2016.0,85.83,-47.3,-246.67,,12.760623,14.678058,11.457972,,,12.760623,1.302105,0,9.585,9.033,8.708,8.491,8.298,8.146,8.525,CNS5 2203
2111,11241,,,0,,659076617202569856,,128.10327061479,17.1124608538,2016.0,46.16,-114.58,41.36,,13.020811,14.501748,11.771487,,,13.020811,1.201797,0,10.062,9.516,9.255,9.048,8.882,8.724,8.345,CNS5 2111
2116,3505,,,0,,659624826828509440,,128.35441658204,18.52636179466,2016.0,47.87,-56.99,-646.28,,13.283995,14.989573,12.029896,,,13.283995,1.250916,0,10.263,9.779,9.513,9.304,9.12,8.932,8.178,CNS5 2116
2141,316.1,,,0,,659464504288593536,,130.11987001782,18.40042857728,2016.0,73.93,-809.82,-448.97,65.8,14.991737,17.81435,13.537395,,,14.991737,1.454343,1,11.053,10.419,10.046,9.805,9.616,9.431,8.775,CNS5 2141
2108,2069,AE,5,1,,662732046688476288,41824,127.90548153709,19.39374426186,2016.0,60.12,-228.69,-119.92,,10.576141,12.172066,9.311561,,,10.576141,1.230472,0,7.509,6.894,6.603,,,,,CNS5 2108
2106,2069,D,5,0,,662732115405773824,41824,127.90485092636,19.39629658762,2016.0,60.71,-207.44,-125.51,,12.93071,,10.643531,,,12.93071,2.287179,1,8.625,8.049,7.72,,,,,CNS5 2106
2107,2069,BC,5,0,,662732115407952768,41824,127.90487350365,19.39656522974,2016.0,60.25,-232.88,-128.91,,12.277853,13.674892,10.557709,,,12.277853,1.282681,0,8.625,8.049,7.72,,,,,CNS5 2107
2089,1110,,,0,,663767443044739840,,127.05152834465,20.13650529009,2016.0,42.57,-261.23,-634.08,,12.024804,13.327366,10.889885,,,12.024804,1.129731,0,9.397,8.866,8.681,8.52,8.314,8.258,7.895,CNS5 2089
2176,1114,,,0,,659951725379878272,43510,132.92825821399,18.12474339477,2016.0,59.88,-899.99,-52.67,4.28,10.66637,11.774226,9.614539,,,10.66637,1.048403,0,8.281,7.723,7.525,,,,,CNS5 2176
1582,10917,,,0,,3432218798435749888,,95.82138900443,26.52491778813,2016.0,48.61,-8.56,-130.33,,19.71406,21.423801,18.159872,,,19.71406,1.554188,1,14.664,13.537,12.871,12.272,11.955,12.123,8.601,CNS5 1582
1649,3399,,,0,,3386515265459448320,,100.02308275297,28.58625263153,2016.0,43.94,43.13,-242.13,,10.932818,12.147816,9.761956,,,10.932818,1.11565,0,8.27,7.674,7.43,7.235,7.155,7.083,6.912,CNS5 1649
1612,10941,,,0,,3435347596210300928,,97.54268571066,30.06098463455,2016.0,54.15,51.27,9.2,,13.170635,14.970025,11.897912,,,13.170635,1.273508,0,10.045,9.484,9.208,9.018,8.822,8.637,8.092,CNS5 1612
1629,10953,,,0,,3435919896308345856,,98.63950672895,31.50140313354,2016.0,52.37,35.03,-189.17,,11.440355,12.841344,10.272794,,,11.440355,1.163394,0,8.705,8.152,7.898,7.763,7.589,7.527,7.388,CNS5 1629
1510,10864,,,0,,3453537263745550848,,90.76739995231,36.10714563568,2016.0,46.35,38.94,-118.29,,13.85137,15.719457,12.565675,,,13.85137,1.289695,0,10.667,10.103,9.839,9.643,9.433,9.272,8.035,CNS5 1510
1602,10932,,,0,,942457013204227584,,96.71611466498,34.90863505924,2016.0,39.98,-23.69,-181.28,,16.656439,19.697643,15.126551,,,16.656439,1.529888,1,12.568,11.952,11.564,11.322,11.096,10.781,8.479,CNS5 1602
1713,251,,,0,,939072613334579328,33226,103.70012922714,33.26640801817,2016.0,179.11,-726.67,-398.1,,8.863551,10.256712,7.69554,,,8.863551,1.161513,0,6.104,5.526,5.275,5.119,4.798,4.916,4.786,CNS5 1713
1608,10938,,,0,,942860190374658688,30862,97.19019545742,36.47901988873,2016.0,40.88,-291.11,-218.15,-5.4,6.986393,7.301324,6.492518,,,6.986393,0.490594,0,5.927,5.63,5.568,,,,,CNS5 1608
1772,265,,,0,,884039857341503616,34222,106.42577095657,27.47039975983,2016.0,43.84,-48.79,-96.69,-23.12,9.58005,10.389699,8.700125,,,9.58005,0.880095,0,7.596,6.959,6.781,6.694,6.699,6.692,6.655,CNS5 1772
1805,268.3,,,0,,883439489632629120,35191,109.08221549977,27.141645653,2016.0,83.92,-33.3,-198.42,,9.736692,11.084469,8.580641,,,9.736692,1.147036,0,7.013,6.436,6.187,6.096,5.825,5.847,5.739,CNS5 1805
1755,262,,,0,,887822001246832384,34017,105.8777119696,29.33340231276,2016.0,52.77,156.62,-827.8,24.68,5.7895827,6.090033,5.317198,,,5.789583,0.471993,0,4.885,4.612,4.539,4.479,4.238,4.525,4.451,CNS5 1755
1718,254,,,0,,888957972853029632,33428,104.27001523802,30.75550681676,2016.0,53.01,89.81,-222.14,,9.103118,9.942353,8.208433,,,9.103118,0.897367,0,7.097,6.437,6.28,,,,,CNS5 1718
1778,3428,,,0,,884951489919636352,34414,107.01686029829,29.8331889109,2016.0,43.54,-156.41,-294.06,19.55,8.056618,8.532945,7.415998,,,8.056618,0.639582,0,6.645,6.137,6.057,6.079,6.002,5.99,5.942,CNS5 1778
1912,286,,,0,,,37826,116.33068294019,28.02631021861,1991.25,96.54,-626.55,-45.8,,,,,0.87467,0.650855,0.87467,0.650855,2,,,,,,,,CNS5 1912
1741,11025,,,0,,890663968222557440,,105.15346805779,31.9546298467,2016.0,88.3,92.1,-552.3,-42.42,18.14311,21.255444,16.353895,,,18.14311,1.789215,1,12.923,11.947,11.317,10.683,10.378,9.717,8.277,CNS5 1741
1742,3420,,,0,,890661253803216896,,105.21711939645,31.95952806737,2016.0,51.0,353.84,-595.69,,16.333796,16.840723,15.682008,,,16.333796,0.658192,0,15.03,14.674,14.665,14.55,14.526,12.428,8.994,CNS5 1742
1816,270,,,0,,893214796542513280,35495,109.88247151983,32.82855025955,2016.0,54.91,408.43,-347.39,-70.05,9.360454,10.283578,8.402201,,,9.360454,0.952623,0,7.184,6.541,6.376,6.283,6.145,6.187,6.137,CNS5 1816
1753,3423,,,0,,939599584345993984,,105.84622747575,34.69823331245,2016.0,75.37,-57.35,140.59,,11.759607,13.395779,10.522601,,,11.759607,1.233282,0,8.773,8.178,7.914,7.731,7.579,7.453,7.228,CNS5 1753
1804,1096,,,0,,890284258753196544,,109.07456243443,33.1509484478,2016.0,65.51,-96.42,-438.27,,12.920523,14.764877,11.635905,,,12.920523,1.284826,0,9.763,9.175,8.879,8.695,8.515,8.345,8.016,CNS5 1804
1852,274,AB,3,1,,892160231749198848,36366,112.27878982918,31.7854354457,2016.0,55.41,159.09,193.29,,4.094832,4.248306,3.768012,,,4.094832,0.311084,0,3.221,3.156,2.978,3.353,2.821,3.322,3.233,CNS5 1852
1851,273.1,C,3,0,274.,892215482207937152,36357,112.25819900274,31.99462446627,2016.0,55.22,158.17,175.87,-4.21,7.4511185,7.932559,6.806061,,,7.451118,0.643891,0,6.043,5.665,5.5,5.462,5.355,5.491,5.438,CNS5 1851
1880,278,CD,6,0,,892348454394856064,,113.65497694203,31.86906323855,2016.0,66.35,-201.41,-97.0,,8.296116,9.256296,7.324502,,,8.296116,0.971063,0,6.073,5.42,5.236,5.135,5.057,5.088,4.971,CNS5 1880
1879,278,AB,6,1,,,36850,113.65001967585,31.88863510791,1991.25,64.12,-191.45,-145.19,,,,,1.574973,0.059761,1.574973,0.059761,2,,,,,,,,CNS5 1879
1831,11078,,,0,,,,110.8019888,34.0537545,2000.0,60.8,-3.2,-348.1,,,,,,,,,,18.21,18.47,17.06,17.704,14.692,11.92,8.155,CNS5 1831
1552,10893,,,0,,956200977271782144,,93.62419738727,38.55985102551,2016.0,39.6,76.91,-377.36,,18.142654,20.846357,16.55516,,,18.142654,1.587494,1,13.523,12.748,12.251,11.848,11.619,11.078,8.961,CNS5 1552
1508,10862,,,0,,3457493517036545024,,90.6278480982,39.18069055354,2016.0,85.76,157.57,-506.4,7.94,17.258146,20.798176,15.660386,,,17.258146,1.59776,1,12.3,11.451,10.865,10.418,10.135,9.655,8.481,CNS5 1508
1551,10892,,,0,,,,93.5312533,39.2099228,2000.0,53.7,-185.8,-495.6,,,,,,,,,,16.933,16.356,16.283,16.24,13.628,11.901,8.917,CNS5 1551
1504,10860,,,0,,,,90.5275425,40.7323839,2000.0,76.4,237.6,-220.2,,,,,,,,,,15.544,15.592,15.166,15.175,13.589,12.511,8.991,CNS5 1504
1554,10895,,,0,,,,93.6589582,39.8424834,2000.0,44.0,-31.9,-264.9,,,,,,,,,,16.588,15.595,15.02,14.25,13.633,11.865,8.891,CNS5 1554
1693,1092,,,0,,943688191349024000,,102.273884936,37.10695785589,2016.0,69.22,206.39,-1589.98,,12.464527,14.090804,11.228796,,,12.464527,1.230828,0,9.561,9.053,8.773,8.544,8.358,8.262,8.632,CNS5 1693
1688,246,,,0,,943770757800160384,32560,101.90700342613,37.51168282359,2016.0,58.58,-229.7,-938.03,,12.056066,11.96354,12.258812,,,12.056066,-0.202746,1,12.657,12.662,12.755,12.775,12.818,11.843,8.649,CNS5 1688
1603,10933,,,0,,958460714184910976,,96.80235837413,41.6373596853,2016.0,43.26,-172.49,10.6,,12.90701,14.487048,11.643326,,,12.90701,1.22692,0,9.852,9.218,9.022,8.826,8.66,8.529,8.431,CNS5 1603
1658,10974,,,0,,,,100.523307,41.031413,2016.47,62.6,-2.0,-383.1,,,,,,,,,,,,,13.369,12.6,11.603,9.014,CNS5 1658
1705,11004,,,0,,,,103.0926913,41.4600339,2000.0,57.6,1.7,-41.0,,,,,,,,,,15.481,14.46,13.893,13.148,12.443,11.688,8.944,CNS5 1705
1684,245,,,0,,952326504452337792,32480,101.68472063329,43.57815575951,2016.0,60.2,-2.71,164.52,-23.78,5.1055455,5.391612,4.655221,,,5.105546,0.45309,0,4.406,4.071,4.132,,,,,CNS5 1684
1795,11052,,,0,,897765743888715392,,108.24842054466,35.78420497746,2016.0,42.34,66.42,-3.13,-24.99,11.437879,12.706532,10.322063,,,11.437879,1.11526,0,8.834,8.257,8.053,7.879,7.766,7.67,7.783,CNS5 1795
1800,11056,,,0,,898275195732381440,,108.51592992786,37.04530452588,2016.0,63.41,-89.02,-182.52,40.03,16.388874,19.845829,14.827187,,,16.388874,1.561687,1,11.976,11.252,10.838,10.572,10.345,10.125,8.569,CNS5 1800
1785,3430,A,2,1,,946030529073022080,,107.55549608697,37.66831559931,2016.0,44.66,-209.28,-280.81,-22.52,13.232475,14.892705,11.992752,,,13.232475,1.238713,0,10.297,9.76,9.473,9.291,9.068,8.929,8.431,CNS5 1785
1786,3431,B,2,0,3430.,946030529073021440,,107.55848561666,37.67084595123,2016.0,41.07,-227.07,-276.61,,15.51226,15.688606,15.197553,,,15.51226,0.317649,0,15.064,14.783,14.834,,,,,CNS5 1786
1823,11070,,,0,,898152604479525504,,110.35310490816,37.23355420618,2016.0,42.07,-477.71,-313.91,,15.3123865,17.661411,13.928745,,,15.312386,1.386424,0,11.786,11.182,10.842,10.62,10.421,10.18,8.569,CNS5 1823
1717,3416,,,0,,950395654664758272,,104.11933696693,40.08285161559,2016.0,39.97,116.56,-431.28,51.59,10.298881,11.314854,9.298976,,,10.298881,1.000642,0,8.009,7.356,7.192,7.063,7.048,6.991,6.924,CNS5 1717
1773,11040,,,0,,947463811200288512,,106.61889465312,38.97379624254,2016.0,39.75,-9.43,51.06,,16.92462,19.97184,15.421763,,,16.92462,1.502856,1,12.859,12.25,11.897,11.637,11.398,10.989,8.526,CNS5 1773
1784,268,,,0,,946632924007399936,34603,107.50514340449,38.52526941965,2016.0,165.21,-439.42,-944.79,,9.934659,11.747847,8.641891,,,9.934659,1.279979,0,6.731,6.152,5.846,5.667,5.339,5.384,5.207,CNS5 1784
1812,3438,,,0,,948039989652369408,35353,109.53285447334,39.27428792137,2016.0,71.36,-214.56,-116.97,9.75,9.5181875,10.554901,8.511458,,,9.518188,1.010076,0,7.209,6.588,6.369,6.289,6.11,6.15,6.068,CNS5 1812
1865,277,C,3,0,,898506097466756352,36626,112.98899633166,36.21795023146,2016.0,83.52,-245.22,-246.37,,12.269101,,,,,12.269101,,,,,,,,,,CNS5 1865
1866,277,A,3,1,,898506093171335424,36626,112.98908984222,36.21837685595,2016.0,83.43,-249.68,-247.12,-2.79,9.601197,10.869434,8.410003,,,9.601197,1.135505,0,6.771,6.179,5.927,5.806,5.58,5.639,5.534,CNS5 1866
1863,277,B,3,0,,898506166187633280,36627,112.98739022538,36.228664834,2016.0,83.45,-264.28,-260.27,,10.505624,12.051916,9.285296,,,10.505624,1.210015,0,7.571,6.985,6.755,6.591,6.393,6.377,6.298,CNS5 1863
1871,11096,,,0,,898639447612575104,36704,113.25214113448,37.02988798978,2016.0,48.39,-49.87,9.41,-15.86,7.426266,7.870812,6.813716,,,7.426266,0.611016,0,6.09,5.662,5.589,,,,,CNS5 1871
1715,11010,,,0,,,,104.0400485,42.092222,2000.0,63.0,321.0,155.5,,,,,,,,,,15.446,14.874,14.831,14.3,13.228,11.799,8.647,CNS5 1715
1790,11048,,,0,,,,107.79980802104,43.49702779815,2015.5,76.4,356.2,-566.0,-43.0,,,,,,,,,9.979,9.467,9.126,8.932,8.675,8.472,8.101,CNS5 1790
1872,11097,,,0,,924661967265025536,,113.36700291539,41.49967208835,2016.0,41.23,297.64,-271.07,,12.975835,14.448363,11.789885,,,12.975835,1.185199,0,10.171,9.642,9.367,9.203,9.04,8.893,8.494,CNS5 1872
